word,rock,jazz,alternative rock,eletronic,pop,total
hours,3,0,2,2,3,10
tiis,1,1,1,1,1,5
palin,2,0,2,2,0,6
november,1,1,1,1,1,5
legend,1,1,1,0,2,5
pachelbel,1,0,1,0,0,2
melancholia,1,0,1,0,1,3
vlada,0,1,0,0,0,1
brutal,1,1,0,1,1,4
restcure,1,0,1,0,1,3
pick,0,0,0,0,1,1
raza,1,1,0,1,1,4
luck,6,4,3,2,5,20
dubbaq,0,0,0,1,0,1
slammin,1,0,0,0,1,2
silva,1,1,1,1,1,5
medianoche,1,1,0,0,1,3
pears,0,0,1,1,0,2
pokrusa,1,0,0,0,1,2
gorgeous,1,0,1,1,1,4
ballad,3,1,1,1,3,9
more,37,23,14,27,30,131
teen,0,0,0,1,1,2
door,6,2,3,5,7,23
kassoule,1,1,0,0,1,3
company,1,0,1,0,1,3
recordame,0,1,0,1,0,2
hotta,1,1,1,1,1,5
tntriko,0,0,0,0,1,1
doom,1,0,0,0,0,1
gravel,0,1,0,0,0,1
damien,1,0,0,0,1,2
science,1,1,1,1,1,5
malo,1,0,0,0,1,2
morgan,0,0,0,0,1,1
learn,1,2,0,2,0,5
knocked,2,1,1,1,2,7
seagull,1,0,1,1,1,4
zurezko,0,0,0,0,1,1
watcha,1,0,0,1,1,3
mala,0,0,0,1,1,2
beautiful,9,6,5,5,9,34
wieder,2,0,2,2,2,8
siks,1,1,0,0,1,3
ponte,1,1,1,1,1,5
rodriguez,1,1,0,0,1,3
neglected,1,0,1,0,1,3
ponto,0,0,0,1,1,2
accept,2,1,0,0,1,4
allegro,4,2,0,5,6,17
autumn,4,4,2,4,3,17
ponts,1,1,0,0,1,3
auer,1,0,0,1,1,3
sense,1,0,0,1,1,3
laukimas,1,0,0,0,0,1
mehr,2,0,1,1,1,5
scat,1,0,0,1,1,3
disconsolate,0,0,1,0,0,1
lejos,1,1,0,1,1,4
jhala,1,1,0,1,1,4
cline,1,1,0,1,1,4
creature,1,1,0,0,0,2
meraviglioso,1,1,0,1,1,4
armageddons,1,0,0,1,0,2
loefahs,1,0,0,1,1,3
brett,1,1,0,0,1,3
soundtrack,1,0,1,0,1,3
plane,1,0,1,1,1,4
scientas,1,0,1,1,1,4
saimera,0,0,0,1,0,1
leroy,1,0,0,1,1,3
rosebud,1,1,0,1,0,3
deuces,1,1,0,1,1,4
ogdens,1,0,1,0,1,3
putting,1,0,0,0,1,2
townson,1,1,0,1,0,3
mexican,0,1,0,0,1,2
letem,1,0,1,1,1,4
papel,1,0,0,0,1,2
trade,1,0,0,0,1,2
bksi,1,1,0,1,0,3
attitude,1,1,0,0,1,3
paper,7,4,3,2,4,20
scott,0,1,0,1,0,2
brin,1,1,0,0,1,3
signs,1,0,1,3,1,6
bulldozers,1,0,1,0,1,3
broadway,2,1,0,0,0,3
smiling,1,1,0,1,1,4
sahti,1,0,0,0,0,1
fonsi,0,0,0,0,1,1
alla,2,2,2,3,2,11
poetic,1,0,0,0,0,1
alli,0,0,0,0,1,1
superfly,1,0,0,0,0,1
tiempos,1,0,1,0,0,2
digas,1,0,1,0,1,3
tflische,0,0,0,0,1,1
sucker,1,0,0,0,1,2
personne,1,1,1,0,1,4
zhen,0,0,0,0,1,1
snowball,1,1,1,1,1,5
olivia,1,1,0,1,1,4
weeds,0,1,0,1,0,2
galope,0,1,0,0,1,2
dede,0,0,0,0,1,1
everytime,1,0,1,1,1,4
always,3,2,1,3,6,15
warung,0,0,0,2,0,2
found,5,2,3,2,4,16
vilking,1,1,0,1,1,4
upstairs,2,1,0,2,1,6
nossa,0,1,0,0,0,1
mackenzie,0,1,0,1,0,2
tonite,1,0,1,1,2,5
blues,78,79,25,29,41,252
really,3,4,1,4,4,16
suon,1,0,0,0,1,2
garvey,0,0,0,0,1,1
diskola,0,0,0,0,1,1
grottans,1,0,0,1,1,3
mikawa,0,1,1,1,1,4
darling,2,0,1,1,3,7
highway,2,2,0,0,2,6
guayabera,0,1,0,0,1,2
risen,2,0,1,0,0,3
drifting,2,2,0,2,2,8
weeg,1,0,0,0,0,1
porcelain,1,1,0,1,0,3
sparked,1,1,1,1,1,5
garons,1,0,0,1,1,3
entonces,1,0,0,0,1,2
imagino,1,0,0,0,1,2
weez,1,1,0,1,0,3
patitu,1,0,0,1,1,3
sensations,0,0,0,1,0,1
bumper,1,0,0,0,0,1
castle,4,3,1,3,3,14
major,4,1,1,2,3,11
guan,0,0,0,0,1,1
murallas,0,0,0,0,1,1
number,1,0,1,1,0,3
slipper,1,0,0,1,1,3
wees,1,1,0,0,0,2
ethereal,1,0,0,0,1,2
glitter,1,1,0,1,1,4
guess,0,1,0,0,1,2
heads,1,2,0,1,1,5
guest,1,0,1,1,1,4
introduction,3,2,1,1,2,9
avec,1,0,0,1,1,3
felicidades,1,1,0,1,0,3
saint,1,0,0,1,0,2
cunoasterea,1,0,0,1,0,2
unutmam,0,0,0,1,0,1
divertido,0,1,0,0,0,1
relationship,0,1,0,1,0,2
tbone,1,1,0,1,1,4
ernestine,1,1,1,1,1,5
stairs,2,0,1,2,2,7
grace,5,3,0,2,4,14
chahida,0,0,0,1,0,1
rappin,0,2,0,0,0,2
ablaze,1,0,0,0,0,1
desaster,1,1,0,1,0,3
getaway,1,1,0,1,0,3
vocal,5,1,2,3,4,15
freud,0,0,0,0,1,1
blons,0,1,0,0,0,1
cleos,1,1,0,1,1,4
suffocating,1,0,0,0,0,1
bavarian,0,1,0,1,0,2
antarctica,2,0,0,1,2,5
blond,0,1,0,0,1,2
suavecito,0,1,0,0,1,2
carlo,1,0,0,0,1,2
self,1,0,0,1,1,3
frail,1,0,1,1,1,4
play,7,6,2,3,5,23
brooklyn,1,0,0,0,1,2
plan,4,2,1,7,8,22
darts,1,0,1,1,0,3
buried,2,0,0,0,2,4
arson,1,0,0,0,1,2
seize,1,0,0,2,1,4
sometimes,5,1,3,2,3,14
cover,4,0,0,3,2,9
raag,1,1,1,1,1,5
coven,1,0,1,0,0,2
mompfreedonium,0,0,0,0,1,1
wishy,1,1,0,0,0,2
galicia,1,0,0,2,1,4
croix,1,0,0,0,1,2
gold,6,3,3,5,4,21
quiereme,0,1,0,0,1,2
toujours,2,0,2,2,2,8
fiann,0,1,0,0,0,1
session,3,3,1,1,3,11
freight,1,1,0,0,0,2
rebeneb,1,0,0,1,0,2
occupation,1,1,1,1,1,5
vltozott,1,0,1,1,1,4
sayin,0,0,0,1,0,1
writes,1,1,1,1,0,4
writer,1,0,1,1,0,3
failed,1,0,1,1,1,4
gracieusette,0,1,0,0,1,2
cassette,1,1,1,1,1,5
symptom,1,1,0,0,1,3
factor,1,0,0,0,0,1
turnaround,1,0,0,0,0,1
zephyrus,1,0,0,1,1,3
giants,1,1,0,1,0,3
downpour,1,0,1,0,1,3
toby,1,1,0,3,1,6
sunny,2,1,0,2,2,7
vuelves,0,0,0,1,1,2
remedy,0,1,0,0,1,2
banner,1,1,0,0,2,4
progressive,1,0,0,0,1,2
ahmea,1,0,0,1,1,3
roughest,1,0,0,0,0,1
belles,1,0,1,1,1,4
croatia,2,0,0,0,0,2
scelxenak,1,1,0,1,0,3
manger,2,1,0,2,2,7
anglois,1,1,1,0,1,4
noize,1,0,1,1,1,4
aberdeen,1,1,0,0,0,2
outward,0,1,0,1,1,3
knees,3,2,0,2,3,10
movin,1,0,1,1,1,4
ritz,1,0,1,0,1,3
movie,0,0,0,2,1,3
demons,1,0,1,0,0,2
lihava,1,0,0,0,0,1
vitamina,0,1,0,0,0,1
rite,0,1,0,0,0,1
monsters,2,1,2,2,1,8
rita,0,1,0,1,0,2
europe,2,0,2,1,1,6
losangeles,1,1,1,0,0,3
temblando,0,0,0,0,1,1
adagio,4,2,1,1,3,11
prospects,5,0,5,5,0,15
lass,0,1,0,0,0,1
last,27,10,15,15,21,88
thou,1,1,0,1,1,4
raineys,1,1,0,0,0,2
troppo,2,1,0,1,2,6
cuerda,0,0,0,0,1,1
radames,1,0,0,1,0,2
colpa,0,0,0,1,1,2
whole,1,0,0,0,0,1
patty,1,1,1,1,1,5
majesty,3,2,0,2,1,8
bell,1,0,0,1,1,3
etre,1,0,1,1,2,5
seems,1,2,1,1,1,6
hollow,1,0,1,2,1,5
leos,1,1,1,1,1,5
eoarchaean,1,0,0,0,0,1
church,3,2,1,2,2,10
pensamiento,1,0,0,0,1,2
belt,1,0,0,1,1,3
devin,1,1,0,1,0,3
devil,8,7,0,5,4,24
prefiero,0,0,0,0,1,1
blink,1,0,0,0,1,2
geoffrey,1,1,0,0,1,3
meseta,1,0,1,1,1,4
firm,1,0,0,0,1,2
mcnamarad,1,0,0,1,1,3
champion,0,0,0,1,0,1
fire,25,10,4,11,14,64
boweavil,1,1,0,0,0,2
gertens,1,0,1,1,1,4
races,2,0,0,2,2,6
awake,2,0,4,3,0,9
chester,0,1,0,0,1,2
funk,4,2,2,5,3,16
mujeres,1,1,0,0,0,2
straight,2,0,0,1,0,3
error,0,0,0,1,0,1
kissing,1,0,0,1,1,3
robin,1,1,0,0,1,3
swim,0,0,0,1,0,1
pound,1,1,1,1,0,4
hoping,1,1,1,1,1,5
moth,1,1,0,1,0,3
calculator,1,0,0,1,1,3
owen,1,1,0,1,1,4
gangstas,0,0,0,1,1,2
xiao,0,0,0,0,2,2
ducks,1,0,0,1,0,2
macarena,0,0,0,0,2,2
trapze,0,0,0,0,1,1
cliftons,1,1,0,0,0,2
chase,2,0,2,2,2,8
funny,1,2,0,0,2,5
adios,3,1,1,1,5,11
objekt,0,0,0,1,0,1
starlight,1,0,0,0,0,1
acabo,0,1,0,0,0,1
politrix,0,0,0,0,1,1
knigin,1,0,0,1,1,3
read,1,1,0,0,1,3
ryegrass,0,0,0,1,0,1
forgiveness,2,1,1,0,2,6
dooley,1,0,0,0,0,1
inferno,1,0,0,1,0,2
eure,1,0,1,0,1,3
codazos,0,1,0,1,0,2
illoin,1,0,0,1,1,3
giorno,1,0,1,1,1,4
fabrication,1,0,1,1,1,4
assabah,0,0,1,1,1,3
makes,2,0,0,0,1,3
conversar,0,0,0,0,1,1
person,1,0,0,0,1,2
leone,0,1,0,0,0,1
rudolph,1,2,0,2,2,7
salva,0,0,0,1,1,2
tanguero,1,1,0,0,1,3
andorra,1,1,0,1,1,4
eager,1,1,0,1,0,3
sydney,2,1,2,1,2,8
romanza,0,1,0,1,0,2
remast,0,0,0,0,1,1
australia,0,0,0,1,1,2
victims,2,1,2,2,1,8
emergency,4,0,1,0,4,9
wives,2,2,1,2,2,9
heilige,1,0,0,1,1,3
shitty,1,0,0,0,0,1
suffering,1,0,0,1,1,3
quest,2,1,1,1,0,5
hitters,1,1,0,1,0,3
kennedy,1,0,0,0,1,2
ivan,0,1,0,0,0,1
disorder,1,0,0,1,1,3
squanderer,1,1,1,1,1,5
goddamn,1,1,1,0,1,4
augmentent,1,0,0,1,1,3
unloved,1,0,1,0,0,2
bounce,1,3,0,4,1,9
palm,2,2,1,0,0,5
greener,1,1,0,1,1,4
curious,1,1,0,1,1,4
wesson,1,1,1,0,0,3
pale,2,1,0,2,2,7
irresistible,1,0,0,1,1,3
gullveig,1,0,0,0,0,1
intocable,1,0,0,0,1,2
sentimentos,1,1,0,1,1,4
monaxias,0,0,0,0,1,1
temple,1,0,0,1,0,2
hypergasm,1,0,1,1,0,3
requiem,2,1,2,1,2,8
kreuzpolka,1,1,0,1,0,3
nowhere,2,1,2,1,2,8
santa,3,4,0,2,3,12
carol,3,2,2,2,3,12
chola,0,1,0,0,0,1
pietra,1,0,0,1,0,2
chatterbox,0,0,0,0,1,1
veces,1,1,1,0,1,4
anything,3,1,2,3,4,13
liberi,1,0,1,0,1,3
melbourne,0,0,0,1,0,1
ambush,1,0,1,1,0,3
almendra,0,1,0,0,0,1
kassie,1,0,1,0,0,2
terapia,1,0,0,0,1,2
into,15,3,8,10,13,49
inti,0,1,0,0,0,1
beira,0,1,0,0,1,2
contestadora,1,1,1,1,1,5
volcan,1,1,0,1,1,4
katie,1,0,0,1,1,3
soca,0,1,0,0,1,2
spending,0,0,0,1,1,2
degero,1,1,1,1,0,4
stenhouse,1,0,0,0,0,1
submit,1,0,1,1,0,3
suis,1,1,1,1,2,6
suit,1,0,1,1,1,4
blueprint,1,1,1,1,1,5
atlantis,1,2,1,0,2,6
jacks,1,0,1,1,1,4
hawaiian,0,1,0,1,1,3
ailleurs,2,0,0,0,0,2
atlantic,0,0,0,1,1,2
atom,0,0,1,0,0,1
ling,0,0,0,0,1,1
coldest,1,1,0,1,1,4
line,6,3,2,3,4,18
fades,1,1,0,1,2,5
grandmre,1,1,0,0,1,3
erick,1,1,1,1,1,5
erica,2,2,1,1,2,8
redeemer,1,0,1,1,1,4
mandown,1,0,0,1,1,3
marseille,1,1,1,1,1,5
consumed,1,0,0,1,0,2
supervisor,1,1,1,1,0,4
schnes,0,0,0,1,1,2
oddity,1,1,1,1,1,5
unsafe,1,1,0,1,0,3
haunt,1,1,1,0,0,3
chat,1,0,0,1,1,3
aulis,1,0,0,1,1,3
phantom,1,0,0,0,1,2
thugs,1,1,0,1,2,5
tara,1,0,0,1,0,2
occasional,1,1,1,1,1,5
ascoltarti,1,0,0,1,0,2
sails,0,1,0,0,1,2
robots,2,1,0,2,1,6
shenandoah,1,0,0,1,1,3
xing,0,0,0,0,2,2
cnlathe,1,1,0,0,1,3
lane,2,2,0,0,1,5
land,3,0,2,3,4,12
lana,1,0,1,0,1,3
lann,1,0,1,1,1,4
dche,1,1,1,1,1,5
adnans,0,0,0,1,0,1
walker,1,1,0,0,1,3
fresh,0,0,0,1,0,1
having,1,1,1,1,1,5
partial,0,1,0,0,0,1
dawning,1,0,0,1,0,2
scratch,1,1,1,1,1,5
laziness,0,0,0,1,0,1
existing,1,0,1,1,0,3
brightside,1,0,1,0,1,3
chillin,1,1,1,1,1,5
cody,1,0,1,0,0,2
seni,0,0,0,0,1,1
popularesasa,1,1,0,1,0,3
young,10,8,7,4,10,39
send,3,1,2,1,1,8
contours,1,1,0,1,1,4
sens,2,1,0,2,2,7
dancehall,1,1,0,1,0,3
sent,1,1,1,1,1,5
garden,3,3,3,3,3,15
tulsa,2,0,2,2,2,8
kuriye,0,0,0,1,0,1
llama,1,1,1,1,0,4
magic,2,1,0,2,1,6
transmission,2,0,0,1,1,4
gettin,3,2,2,3,3,13
anakonda,1,0,1,1,0,3
race,1,1,0,1,1,4
reich,1,0,0,1,1,3
severed,1,0,0,1,0,2
morpha,0,0,1,0,1,2
cuantas,0,0,0,1,1,2
everythings,2,1,0,1,2,6
tora,0,0,1,0,1,2
video,2,2,1,3,2,10
enclosed,1,0,0,0,1,2
index,1,1,0,0,1,3
apparatus,0,0,1,0,0,1
morse,0,0,0,0,1,1
anton,1,0,0,1,0,2
sweaty,1,0,0,0,0,1
indian,3,1,1,3,3,11
twins,1,1,0,1,0,3
bird,3,2,0,2,4,11
balle,0,0,0,0,2,2
seine,1,1,0,1,0,3
jammaster,1,1,1,1,1,5
guama,0,1,0,0,0,1
laddie,0,1,0,0,0,1
terve,1,1,1,1,1,5
fifteen,1,1,0,0,0,2
loser,1,0,0,0,1,2
great,5,4,2,3,5,19
shuffling,1,0,0,0,0,1
derby,1,0,0,1,1,3
popcorn,1,0,1,1,1,4
abupia,1,1,0,1,1,4
stephanie,1,1,1,1,1,5
dsol,1,0,1,1,1,4
thats,6,3,4,2,4,19
manies,1,1,1,1,1,5
tipico,0,1,0,0,1,2
fractured,1,0,1,1,0,3
kokoro,0,2,0,2,2,6
loca,1,0,0,0,1,2
bust,1,0,0,0,1,2
palabra,0,1,0,1,0,2
menino,0,1,0,0,0,1
standing,5,5,1,2,2,15
confidence,0,1,0,0,0,1
theme,13,5,1,12,14,45
next,8,3,4,3,5,23
roda,0,1,0,0,1,2
doubt,1,0,1,0,0,2
paune,0,0,0,1,1,2
baba,1,0,0,0,1,2
babe,1,0,0,0,0,1
kolomeyke,1,0,0,1,1,3
zalozniy,1,0,0,1,0,2
carrying,1,0,0,1,1,3
losin,1,1,1,1,1,5
baby,53,33,13,20,31,150
bihoue,1,0,1,1,1,4
balls,1,1,0,0,1,3
this,62,28,28,37,52,207
ballz,0,0,0,1,0,1
pour,5,0,3,3,3,14
badan,0,0,0,1,1,2
emerson,0,0,0,2,0,2
thin,3,0,2,1,2,8
ballo,2,0,0,1,1,4
melilla,1,0,0,1,0,2
process,1,2,1,3,3,10
lock,2,2,0,2,1,7
loco,1,2,0,3,3,9
pieces,1,0,0,0,0,1
high,14,8,6,8,11,47
spruce,1,0,0,1,0,2
slip,2,0,1,1,1,5
beni,0,1,0,0,1,2
flamenco,0,1,0,0,0,1
trumpet,1,2,0,1,0,4
martyr,1,0,1,0,1,3
mujer,1,0,1,0,1,3
animal,1,0,1,0,0,2
dificiles,1,0,1,0,0,2
comedy,1,0,0,0,0,1
cristal,1,1,1,2,1,6
tien,1,1,1,0,0,3
javalon,1,1,0,1,0,3
gardner,0,1,0,0,0,1
strumentale,0,0,1,1,0,2
hawa,1,0,0,1,1,3
tarantella,0,1,0,0,0,1
robot,1,0,0,1,1,3
zabel,0,1,0,1,0,2
espaol,1,1,0,1,1,4
realizer,1,0,0,1,1,3
noches,1,1,0,0,0,2
counted,1,0,1,1,1,4
houston,0,0,0,1,1,2
standin,2,2,1,1,1,7
kiinni,1,0,0,0,0,1
brahms,1,0,1,0,0,2
bitty,1,0,0,1,1,3
directo,7,0,4,1,7,19
move,8,4,4,4,5,25
produced,2,0,0,2,0,4
ragoo,1,0,1,0,1,3
motorcycle,1,1,1,1,1,5
volta,0,1,0,0,1,2
warren,0,0,0,1,0,1
perfect,5,1,2,2,3,13
inishmore,0,0,0,0,1,1
mediterrani,1,0,0,0,1,2
punchdrunk,1,1,1,1,1,5
thieves,0,1,0,0,0,1
degrees,1,0,1,1,0,3
milkcow,2,2,1,0,2,7
communication,1,0,0,3,0,4
jody,3,2,0,0,1,6
brockington,1,1,0,1,1,4
recept,0,0,0,1,0,1
morgen,0,1,0,1,0,2
nada,1,4,1,2,3,11
mediocre,1,1,1,0,1,4
federico,0,1,0,0,1,2
rossen,1,0,0,0,1,2
kiss,7,4,2,5,6,24
cocotaso,0,1,0,1,0,2
doce,0,1,0,1,0,2
cursed,2,0,1,0,1,4
scenic,1,0,1,1,0,3
vibrations,1,1,1,1,1,5
goodtime,0,0,0,0,1,1
betty,4,2,2,4,3,15
truth,4,2,3,4,4,17
stewkey,1,0,1,0,1,3
beneath,2,2,3,1,3,11
traces,1,0,0,1,1,3
amoria,0,0,0,1,0,1
chickasay,1,0,0,1,0,2
shower,3,3,1,3,0,10
soixantequatre,0,1,0,1,0,2
doing,2,1,2,1,2,8
society,1,0,1,0,1,3
frequency,1,0,0,1,0,2
static,2,1,1,0,2,6
thirteen,0,0,1,0,1,2
jagged,1,0,0,0,1,2
witness,1,1,1,1,1,5
cesa,1,0,1,1,1,4
carita,1,0,1,1,1,4
cest,9,5,5,8,8,35
contigo,2,1,0,2,3,8
czar,1,1,0,0,0,2
shut,2,0,2,1,2,7
tempo,2,1,1,1,2,7
temps,0,1,0,1,1,3
shuo,0,0,0,0,2,2
shui,0,0,0,0,1,1
mesmerized,0,1,0,1,0,2
could,8,7,4,6,6,31
scars,1,1,1,0,1,4
david,2,1,0,3,3,9
blaue,1,0,1,1,0,3
anita,0,1,0,0,0,1
digitaria,1,1,1,1,0,4
piney,1,1,0,0,1,3
loverman,1,0,1,0,1,3
blown,1,1,1,1,1,5
scene,2,0,0,2,1,5
jesus,11,9,5,7,11,43
dendemnner,1,0,1,1,1,4
damit,1,0,0,1,1,3
baiao,1,1,0,1,0,3
affliction,1,0,1,1,1,4
owner,1,1,1,1,1,5
milagre,1,1,0,1,0,3
disaster,1,0,0,0,0,1
festival,2,1,1,2,2,8
traveller,2,2,1,2,2,9
system,2,0,1,3,1,7
ptit,1,2,0,0,2,5
sloignent,1,0,0,0,1,2
stomach,1,0,1,1,0,3
liang,0,0,0,0,2,2
chagrin,1,0,0,1,1,3
burlesque,1,0,0,0,0,1
karuna,1,1,0,1,1,4
thresh,1,0,0,0,1,2
tuscan,1,1,0,1,1,4
chong,0,0,0,0,1,1
groovitation,0,1,0,1,0,2
steel,2,2,0,0,2,6
marrakesh,0,0,0,1,0,1
bother,1,1,0,1,1,4
roberto,0,0,0,0,2,2
gaye,0,0,0,1,0,1
psalm,1,1,0,3,0,5
devotion,1,0,0,1,0,2
collecting,1,0,1,0,0,2
false,2,0,0,0,0,2
ipanema,1,1,0,0,1,3
kutt,1,1,0,1,1,4
lines,2,0,2,1,1,6
partnership,1,1,0,1,1,4
gently,1,0,1,0,1,3
tonight,14,4,5,7,17,47
gentle,1,1,0,1,2,5
zarkov,0,0,1,1,1,3
vaca,1,1,0,0,0,2
brokendown,1,1,0,0,0,2
heft,1,0,0,1,0,2
solls,1,1,1,1,1,5
dishes,2,1,1,1,2,7
lungenkrebs,1,0,0,0,0,1
maclean,1,0,1,1,1,4
hangover,1,0,1,1,1,4
cuatro,1,1,0,1,1,4
sinatra,0,1,0,0,1,2
latina,0,1,0,1,0,2
babes,1,0,1,1,1,4
lindo,0,1,0,0,2,3
linda,1,1,0,0,0,2
korean,1,0,0,1,0,2
sirius,1,1,0,2,0,4
milla,2,2,2,2,2,10
filosofia,1,1,0,0,1,3
brazil,0,0,0,1,0,1
flipside,1,0,0,1,1,3
nerio,1,1,1,1,1,5
device,1,0,1,1,1,4
loafin,1,1,0,0,1,3
perpetuo,1,1,0,1,1,4
viso,0,1,0,0,0,1
paladar,1,1,0,1,0,3
coutant,1,1,0,1,1,4
locust,2,0,1,0,2,5
face,7,6,3,5,9,30
donneznous,1,0,1,1,1,4
wounded,1,0,0,0,1,2
painting,1,1,0,1,1,4
fact,1,1,1,0,1,4
atmosphere,1,0,0,1,0,2
bring,5,2,3,2,3,15
manchester,1,0,0,1,1,3
noirs,0,1,0,1,0,2
rouge,1,3,0,1,1,6
rough,2,1,1,2,2,8
brink,1,0,0,0,1,2
noir,0,1,0,0,1,2
slamka,0,0,0,0,1,1
maputo,1,1,0,0,1,3
declouet,1,1,0,1,0,3
schwarzarbeit,1,1,1,1,1,5
tape,1,0,0,1,1,3
tudo,1,1,0,1,2,5
volts,0,1,0,0,1,2
mmix,0,0,0,1,0,1
bourbon,1,1,0,0,0,2
mikhails,0,1,0,1,0,2
meant,2,1,1,1,2,7
handle,2,1,0,2,2,7
abba,1,0,0,0,0,1
means,2,0,1,2,2,7
lucky,3,3,1,3,2,12
wiggle,1,1,1,0,0,3
livinin,1,1,0,0,1,3
anandi,1,1,0,1,1,4
smash,0,0,0,1,0,1
notas,0,1,0,0,0,1
keiner,1,0,0,1,1,3
reis,1,0,1,1,1,4
souljahz,1,0,1,1,1,4
locaccmaccam,0,1,0,0,1,2
lala,1,0,0,1,1,3
rjouissance,0,1,0,0,0,1
stuff,2,2,1,0,1,6
ganzes,0,0,0,0,1,1
basking,1,0,0,1,0,2
ohio,2,0,0,1,2,5
superstars,1,0,0,1,1,3
darbys,1,0,0,0,1,2
perdido,1,1,0,1,1,4
heartburn,1,1,0,0,1,3
edition,4,3,1,4,1,13
triomusic,1,0,1,1,0,3
packed,1,1,0,1,1,4
dungeon,1,0,0,1,1,3
wire,2,1,0,0,1,4
paseo,1,0,0,1,1,3
waltzing,0,1,0,0,2,3
sietmtn,1,0,1,1,1,4
mies,2,0,1,1,2,6
pistol,1,0,1,1,0,3
youll,7,6,3,6,7,29
email,0,0,0,1,1,2
keynote,1,1,0,1,0,3
bilal,1,1,0,1,1,4
courtyard,1,1,0,1,1,4
bolivian,1,0,1,1,1,4
ende,1,0,1,1,1,4
nieve,1,1,0,2,2,6
lotion,1,0,1,1,1,4
drum,8,1,3,6,8,26
dumbledore,0,0,0,1,0,1
drug,1,0,0,0,1,2
kofw,0,0,0,1,0,1
marta,0,1,0,0,1,2
sangen,1,0,0,0,0,1
viziers,1,1,0,1,1,4
lustrate,1,0,0,1,0,2
mmoire,1,0,1,1,1,4
whispering,3,2,1,3,3,12
labor,1,0,0,0,0,1
meantime,2,1,2,1,2,8
vuelvas,1,0,0,0,1,2
poured,1,0,0,1,0,2
baignoire,0,1,0,0,1,2
feather,2,0,0,0,2,4
waste,2,1,1,0,1,5
louisiana,1,1,0,0,1,3
trinity,1,0,0,1,0,2
choses,1,0,0,0,0,1
eduardo,1,1,0,0,0,2
salvaje,0,1,0,0,1,2
roasting,1,1,0,1,0,3
spain,1,0,1,0,1,3
laser,1,0,1,0,1,3
dsir,0,1,0,0,1,2
barquito,1,0,0,0,1,2
greco,1,0,0,1,1,3
sirne,0,1,0,0,1,2
bathtub,0,0,0,1,1,2
ombre,1,0,0,1,1,3
aliento,1,0,1,1,1,4
mimila,0,0,0,0,1,1
lust,2,2,0,2,1,7
wameru,1,1,0,1,1,4
tenor,0,1,0,0,0,1
ransom,1,0,1,1,1,4
tattoo,2,0,1,2,2,7
terrorist,0,0,0,1,0,1
juan,2,1,1,2,1,7
romance,3,2,1,2,2,10
matthew,2,2,1,1,2,8
paula,0,0,0,1,0,1
sada,0,0,0,1,0,1
ball,2,2,1,2,2,9
columbia,2,0,2,0,2,6
oriza,1,1,0,1,1,4
soeur,1,0,0,0,0,1
bald,1,1,0,1,0,3
upon,6,4,1,5,5,21
hasnt,1,0,0,0,0,1
dust,1,0,1,0,0,2
hartz,1,0,0,1,1,3
therapie,1,0,0,1,1,3
philippic,1,0,0,1,1,3
dstockage,1,1,1,1,1,5
shotgun,1,0,1,0,0,2
colour,1,0,1,1,0,3
sarapatel,0,1,0,1,0,2
patterns,1,0,0,1,1,3
audio,1,0,1,1,1,4
presbytre,1,1,0,1,1,4
albinoni,1,0,1,0,0,2
flesh,1,0,0,1,1,3
momento,1,2,1,0,1,5
shiloh,1,0,0,1,0,2
paul,4,2,1,2,4,13
unplugged,1,1,0,1,1,4
lesk,1,0,0,1,0,2
begin,0,0,0,0,1,1
danser,1,2,1,1,2,7
parfume,1,1,0,1,1,4
nacional,1,0,0,0,1,2
arrest,1,1,0,1,1,4
crack,1,1,1,1,1,5
villagers,1,1,1,1,1,5
parfums,0,1,0,1,0,2
cavasamba,0,1,0,1,1,3
complicity,1,0,1,1,1,4
cruz,1,1,0,1,1,4
cedar,0,1,0,1,0,2
dures,0,1,0,1,0,2
tomara,1,1,0,1,1,4
pienses,1,1,0,1,0,3
poikamies,1,0,0,0,0,1
nordmark,1,0,0,1,0,2
cosas,3,3,0,2,2,10
stagger,1,0,1,0,1,3
replacement,1,0,1,1,1,4
bleedin,1,0,1,0,0,2
immortal,1,0,0,0,1,2
daylight,1,0,1,1,1,4
springs,2,2,1,0,0,5
blonde,1,0,0,0,1,2
radioland,1,0,1,0,1,3
unsaveable,1,0,0,0,1,2
breakout,2,0,0,2,1,5
passion,4,4,2,5,4,19
forgiven,1,0,0,0,0,1
stairway,1,0,0,0,1,2
blowing,1,1,0,0,0,2
pressure,1,0,1,0,0,2
ingrato,1,0,0,0,1,2
imaginary,1,1,0,0,1,3
stage,1,1,0,0,1,3
iris,1,1,0,1,0,3
sister,3,1,2,1,2,9
lifestyle,1,0,1,0,1,3
angeles,1,1,1,1,1,5
hier,1,1,0,0,1,3
rockwilder,0,0,0,0,1,1
bescheid,0,0,0,1,0,1
burma,1,1,0,1,1,4
letters,2,1,1,1,2,7
pussy,0,0,0,1,0,1
irreversveis,1,0,0,0,0,1
pianolude,1,1,1,1,1,5
meri,1,0,1,0,1,3
luna,2,3,0,3,2,10
donde,1,1,0,0,1,3
lung,0,0,0,1,2,3
lune,1,1,1,2,2,7
roads,2,1,0,0,0,3
phylyps,1,1,1,1,0,4
mykel,1,0,1,0,1,3
muerto,0,1,0,1,0,2
moonmans,0,1,0,1,1,3
muerte,1,0,1,1,1,4
